,钢号,试验单位,缺口形状,试样尺寸,取样方向,试验方法,炉号,热处理号,温度,样品数,屈服点,序号,试验单位-化学成分,铈,镧,钙,钴,铝(不可溶),铝(可溶),铌,钛,硼,铜,钨,钒,钼,镍,铬,硫,磷,锰,硅,碳,锶,硒,钠,汞,镉,银,砷,铋,锌,锑,锡,铅,铁,稀土,氮气,氧气,氢气,氮,氧,氢,镁,试验单位-金相组织,夹杂物,渗氮,渗碳,金相组织,最大晶粒度,晶粒度,马氏体转变开,热处理工艺
1257,2Cr12Ni2W1Mo1V,_,光滑,_,纵向,,9551,14.0,25.0,5.0,757.0,30.0,_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,1.3,0.26,1.1,2.11,11.7,0.004,0.018,0.44,0.42,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:670℃ *6h+670℃* 6h+690℃* 10h;淬火:1050℃ 油冷;正火:NaN;退火:NaN
1258,2Cr13,上海材料研究所,光滑,Φ10,纵向,GB228-76,213001,1.0,25.0,5.0,576.0,1.0,上海材料研究所,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,13.28,0.008,0.025,0.36,0.45,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,上海材料研究所,NaN,NaN,NaN,"回火索氏体,少量带状结构",0,0,0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:700℃ 3h 空冷;淬火:1000℃ 30' 油冷;正火:NaN;退火:NaN
1259,2Cr13,上海材料研究所,光滑,Φ10,纵向,GB228-76,213004,1.0,25.0,5.0,549.0,2.0,上海材料研究所,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.67,0.004,0.026,0.28,0.43,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:700℃ 3h 空冷;淬火:1000℃ 30' 油冷;正火:NaN;退火:NaN
1260,2Cr13,上海材料研究所,光滑,Φ5,纵向,GB4338-84,213001,1.0,25.0,3.0,616.0,3.0,上海材料研究所,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,13.28,0.008,0.025,0.36,0.45,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,上海材料研究所,NaN,NaN,NaN,"回火索氏体,少量带状结构",0,0,0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:700℃ 3h 空冷;淬火:1000℃ 30' 油冷;正火:NaN;退火:NaN
1261,2Cr13,上海材料研究所,光滑,Φ5,纵向,GB4338-84,213001,1.0,250.0,3.0,541.0,4.0,上海材料研究所,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,13.28,0.008,0.025,0.36,0.45,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,上海材料研究所,NaN,NaN,NaN,"回火索氏体,少量带状结构",0,0,0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:700℃ 3h 空冷;淬火:1000℃ 30' 油冷;正火:NaN;退火:NaN
1262,2Cr13,上海材料研究所,光滑,Φ5,纵向,GB4338-84,213001,1.0,350.0,3.0,505.0,5.0,上海材料研究所,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,13.28,0.008,0.025,0.36,0.45,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,上海材料研究所,NaN,NaN,NaN,"回火索氏体,少量带状结构",0,0,0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:700℃ 3h 空冷;淬火:1000℃ 30' 油冷;正火:NaN;退火:NaN
1263,2Cr13,上海材料研究所,光滑,Φ5,纵向,GB4338-84,213001,1.0,450.0,3.0,473.0,6.0,上海材料研究所,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,13.28,0.008,0.025,0.36,0.45,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,上海材料研究所,NaN,NaN,NaN,"回火索氏体,少量带状结构",0,0,0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:700℃ 3h 空冷;淬火:1000℃ 30' 油冷;正火:NaN;退火:NaN
1264,2Cr20Mn9Ni2Si2N,_,光滑,_,_,,070895,1.0,25.0,2.0,469.0,10.0,_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.75,18.95,0.029,0.037,10.66,2.36,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,NaN,NaN,NaN,NaN,奥氏体,0,0,0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:1100℃  (水冷);正火:NaN;退火:NaN
1265,2Cr20Mn9Ni2Si2N,_,光滑,_,_,,070895,1.0,25.0,2.0,668.0,11.0,_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.75,18.95,0.029,0.037,10.66,2.36,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,NaN,NaN,NaN,NaN,奥氏体,0,0,0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:1100℃  (水冷);正火:NaN;退火:NaN
1266,2Cr20Mn9Ni2Si2N,_,光滑,_,_,,070895,1.0,25.0,2.0,585.0,12.0,_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.75,18.95,0.029,0.037,10.66,2.36,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,NaN,NaN,NaN,NaN,奥氏体,0,0,0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:1100℃  (水冷);正火:NaN;退火:NaN
1267,2Cr3Mo2NiVSi,_,光滑,Φ5,纵向,,022594,1.0,25.0,0.0,1200.0,1.0,_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,2.05,1.14,2.87,0.0,0.0,0.6,0.76,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,0,0,0,"热处理4:NaN;热处理3:400℃*2hr 两次;热处理2:盐浴炉;1010℃ 淬火 油冷 ,400℃*2hr+;热处理1:550℃ 箱式炉,850℃;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN"
1268,2Cr3Mo2NiVSi,_,光滑,Φ5,纵向,,022594,1.0,300.0,0.0,1186.0,2.0,_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,2.05,1.14,2.87,0.0,0.0,0.6,0.76,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,0,0,0,"热处理4:NaN;热处理3:400℃*2hr 两次;热处理2:盐浴炉;1010℃ 淬火 油冷 ,400℃*2hr+;热处理1:550℃ 箱式炉,850℃;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN"
1269,2Cr3Mo2NiVSi,_,光滑,Φ5,纵向,,022594,1.0,600.0,0.0,882.0,3.0,_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,2.05,1.14,2.87,0.0,0.0,0.6,0.76,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,0,0,0,"热处理4:NaN;热处理3:400℃*2hr 两次;热处理2:盐浴炉;1010℃ 淬火 油冷 ,400℃*2hr+;热处理1:550℃ 箱式炉,850℃;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN"
1270,2Cr3Mo2NiVSi,_,光滑,Φ5,纵向,,022594,1.0,650.0,0.0,716.0,4.0,_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,2.05,1.14,2.87,0.0,0.0,0.6,0.76,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,0,0,0,"热处理4:NaN;热处理3:400℃*2hr 两次;热处理2:盐浴炉;1010℃ 淬火 油冷 ,400℃*2hr+;热处理1:550℃ 箱式炉,850℃;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN"
1271,2Cr3Mo2NiVSi,_,光滑,Φ5,纵向,,022594,1.0,700.0,0.0,459.0,5.0,_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,2.05,1.14,2.87,0.0,0.0,0.6,0.76,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,0,0,0,"热处理4:NaN;热处理3:400℃*2hr 两次;热处理2:盐浴炉;1010℃ 淬火 油冷 ,400℃*2hr+;热处理1:550℃ 箱式炉,850℃;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN"
1272,30,上海材料研究所,光滑,Φ10,纵向,GB228-87,3001,1.0,25.0,3.0,657.0,1.0,上海材料研究所,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014,0.016,0.6,0.21,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,上海材料研究所,NaN,NaN,NaN,索氏体+少量铁素体,0,0,0,热处理4:NaN;热处理3:NaN;热处理2:NaN;热处理1:NaN;渗氮:NaN;渗碳:NaN;回火:600℃ 空冷;淬火:860℃ 水冷;正火:NaN;退火:NaN
1273,30Cr1Mo1V,上海汽轮机厂,光滑,Φ10,R,GB228-87,9051301,1.0,25.0,1.0,672.0,1.0,上海汽轮机厂,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.07,0.0,0.27,1.2,0.51,1.12,0.003,0.007,0.76,0.24,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0013,0.007,0.0,0.0,0.0,0.0062,0.0014,2.5e-05,0.0,0.0,0.0,0.0,,,,,,,,,"热处理4:NaN;热处理3:除应力处理:630℃ 23h 炉冷;热处理2:调质处理:950℃ 19h 风冷,670℃ 48h 炉冷;热处理1:预处理:1030℃ 18h 空冷,720℃ 21h 炉冷;;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN"
1274,30Cr1Mo1V,上海汽轮机厂,光滑,Φ10,R,GB228-87,9051301,1.0,25.0,1.0,673.0,2.0,上海汽轮机厂,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.07,0.0,0.27,1.2,0.51,1.12,0.003,0.007,0.76,0.24,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0013,0.007,0.0,0.0,0.0,0.0062,0.0014,2.5e-05,0.0,0.0,0.0,0.0,,,,,,,,,"热处理4:NaN;热处理3:除应力处理:630℃ 23h 炉冷;热处理2:调质处理:950℃ 19h 风冷,670℃ 48h 炉冷;热处理1:预处理:1030℃ 18h 空冷,720℃ 21h 炉冷;;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN"
1275,30Cr1Mo1V,上海汽轮机厂,光滑,Φ10,R,GB228-87,9051301,1.0,25.0,1.0,670.0,3.0,上海汽轮机厂,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.07,0.0,0.27,1.2,0.51,1.12,0.003,0.007,0.76,0.24,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0013,0.007,0.0,0.0,0.0,0.0062,0.0014,2.5e-05,0.0,0.0,0.0,0.0,,,,,,,,,"热处理4:NaN;热处理3:除应力处理:630℃ 23h 炉冷;热处理2:调质处理:950℃ 19h 风冷,670℃ 48h 炉冷;热处理1:预处理:1030℃ 18h 空冷,720℃ 21h 炉冷;;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN"
1276,30Cr1Mo1V,上海汽轮机厂,光滑,Φ10,R,GB228-87,9051301,1.0,25.0,1.0,672.0,4.0,上海汽轮机厂,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.07,0.0,0.27,1.2,0.51,1.12,0.003,0.007,0.76,0.24,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0013,0.007,0.0,0.0,0.0,0.0062,0.0014,2.5e-05,0.0,0.0,0.0,0.0,,,,,,,,,"热处理4:NaN;热处理3:除应力处理:630℃ 23h 炉冷;热处理2:调质处理:950℃ 19h 风冷,670℃ 48h 炉冷;热处理1:预处理:1030℃ 18h 空冷,720℃ 21h 炉冷;;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN"
1277,30Cr1Mo1V,上海汽轮机厂,光滑,Φ10,纵向,GB228-87,9051301,1.0,25.0,1.0,673.0,5.0,上海汽轮机厂,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.07,0.0,0.27,1.2,0.51,1.12,0.003,0.007,0.76,0.24,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0013,0.007,0.0,0.0,0.0,0.0062,0.0014,2.5e-05,0.0,0.0,0.0,0.0,,,,,,,,,"热处理4:NaN;热处理3:除应力处理:630℃ 23h 炉冷;热处理2:调质处理:950℃ 19h 风冷,670℃ 48h 炉冷;热处理1:预处理:1030℃ 18h 空冷,720℃ 21h 炉冷;;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN"
1278,30Cr1Mo1V,上海汽轮机厂,光滑,Φ10,R,GB228-87,9051302,2.0,25.0,1.0,623.0,6.0,上海汽轮机厂,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.07,0.0,0.27,1.19,0.5,1.11,0.003,0.007,0.74,0.24,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0014,0.007,0.0,0.0,0.0,0.0058,0.001,2.4e-05,0.0,0.0,0.0,0.0,上海汽轮机厂,NaN,NaN,NaN,回火贝氏体,8,6,0,"热处理4:NaN;热处理3:除应力处理:645℃ 20h 炉冷;热处理2:调质处理:955℃ 25h 风冷,680℃ 35h 炉冷;热处理1:预处理:1010℃ 35h 空冷,720℃ 25h 炉冷;;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN"
1279,30Cr1Mo1V,上海汽轮机厂,光滑,Φ10,R,GB228-87,9051302,2.0,25.0,1.0,627.0,7.0,上海汽轮机厂,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.07,0.0,0.27,1.19,0.5,1.11,0.003,0.007,0.74,0.24,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0014,0.007,0.0,0.0,0.0,0.0058,0.001,2.4e-05,0.0,0.0,0.0,0.0,上海汽轮机厂,NaN,NaN,NaN,回火贝氏体,8,6,0,"热处理4:NaN;热处理3:除应力处理:645℃ 20h 炉冷;热处理2:调质处理:955℃ 25h 风冷,680℃ 35h 炉冷;热处理1:预处理:1010℃ 35h 空冷,720℃ 25h 炉冷;;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN"
1280,30Cr1Mo1V,上海汽轮机厂,光滑,Φ10,R,GB228-87,9051302,2.0,25.0,1.0,619.0,8.0,上海汽轮机厂,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.07,0.0,0.27,1.19,0.5,1.11,0.003,0.007,0.74,0.24,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0014,0.007,0.0,0.0,0.0,0.0058,0.001,2.4e-05,0.0,0.0,0.0,0.0,上海汽轮机厂,NaN,NaN,NaN,回火贝氏体,8,6,0,"热处理4:NaN;热处理3:除应力处理:645℃ 20h 炉冷;热处理2:调质处理:955℃ 25h 风冷,680℃ 35h 炉冷;热处理1:预处理:1010℃ 35h 空冷,720℃ 25h 炉冷;;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN"
1281,30Cr1Mo1V,上海汽轮机厂,光滑,Φ10,R,GB228-87,9051302,2.0,25.0,1.0,619.0,9.0,上海汽轮机厂,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.07,0.0,0.27,1.19,0.5,1.11,0.003,0.007,0.74,0.24,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0014,0.007,0.0,0.0,0.0,0.0058,0.001,2.4e-05,0.0,0.0,0.0,0.0,上海汽轮机厂,NaN,NaN,NaN,回火贝氏体,8,6,0,"热处理4:NaN;热处理3:除应力处理:645℃ 20h 炉冷;热处理2:调质处理:955℃ 25h 风冷,680℃ 35h 炉冷;热处理1:预处理:1010℃ 35h 空冷,720℃ 25h 炉冷;;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN"
1282,30Cr1Mo1V,上海汽轮机厂,光滑,Φ10,纵向,GB228-87,9051302,2.0,25.0,1.0,633.0,10.0,上海汽轮机厂,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.07,0.0,0.27,1.19,0.5,1.11,0.003,0.007,0.74,0.24,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0014,0.007,0.0,0.0,0.0,0.0058,0.001,2.4e-05,0.0,0.0,0.0,0.0,上海汽轮机厂,NaN,NaN,NaN,回火贝氏体,8,6,0,"热处理4:NaN;热处理3:除应力处理:645℃ 20h 炉冷;热处理2:调质处理:955℃ 25h 风冷,680℃ 35h 炉冷;热处理1:预处理:1010℃ 35h 空冷,720℃ 25h 炉冷;;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN"
1283,30Cr1Mo1V,上海汽轮机厂,光滑,Φ10,纵向,GB228-87,9051302,2.0,25.0,1.0,621.0,11.0,上海汽轮机厂,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.07,0.0,0.27,1.19,0.5,1.11,0.003,0.007,0.74,0.24,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0014,0.007,0.0,0.0,0.0,0.0058,0.001,2.4e-05,0.0,0.0,0.0,0.0,上海汽轮机厂,NaN,NaN,NaN,回火贝氏体,8,6,0,"热处理4:NaN;热处理3:除应力处理:645℃ 20h 炉冷;热处理2:调质处理:955℃ 25h 风冷,680℃ 35h 炉冷;热处理1:预处理:1010℃ 35h 空冷,720℃ 25h 炉冷;;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN"
1284,30Cr1Mo1V,上海汽轮机厂,光滑,Φ10,纵向,GB228-87,9051301,1.0,25.0,1.0,666.0,12.0,上海汽轮机厂,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.07,0.0,0.27,1.2,0.51,1.12,0.003,0.007,0.76,0.24,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0013,0.007,0.0,0.0,0.0,0.0062,0.0014,2.5e-05,0.0,0.0,0.0,0.0,,,,,,,,,"热处理4:NaN;热处理3:除应力处理:630℃ 23h 炉冷;热处理2:调质处理:950℃ 19h 风冷,670℃ 48h 炉冷;热处理1:预处理:1030℃ 18h 空冷,720℃ 21h 炉冷;;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN"
1285,30Cr1Mo1V,上海汽轮机厂,光滑,Φ10,纵向,GB228-87,9051301,1.0,25.0,1.0,656.0,13.0,上海汽轮机厂,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.07,0.0,0.27,1.2,0.51,1.12,0.003,0.007,0.76,0.24,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0013,0.007,0.0,0.0,0.0,0.0062,0.0014,2.5e-05,0.0,0.0,0.0,0.0,,,,,,,,,"热处理4:NaN;热处理3:除应力处理:630℃ 23h 炉冷;热处理2:调质处理:950℃ 19h 风冷,670℃ 48h 炉冷;热处理1:预处理:1030℃ 18h 空冷,720℃ 21h 炉冷;;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN"
1286,30Cr1Mo1V,上海汽轮机厂,光滑,Φ10,纵向,GB228-87,9051301,1.0,25.0,1.0,648.0,14.0,上海汽轮机厂,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.07,0.0,0.27,1.2,0.51,1.12,0.003,0.007,0.76,0.24,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0013,0.007,0.0,0.0,0.0,0.0062,0.0014,2.5e-05,0.0,0.0,0.0,0.0,,,,,,,,,"热处理4:NaN;热处理3:除应力处理:630℃ 23h 炉冷;热处理2:调质处理:950℃ 19h 风冷,670℃ 48h 炉冷;热处理1:预处理:1030℃ 18h 空冷,720℃ 21h 炉冷;;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN"
1287,30Cr1Mo1V,上海汽轮机厂,光滑,Φ10,纵向,GB228-87,9051301,1.0,25.0,1.0,662.0,15.0,上海汽轮机厂,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.07,0.0,0.27,1.2,0.51,1.12,0.003,0.007,0.76,0.24,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0013,0.007,0.0,0.0,0.0,0.0062,0.0014,2.5e-05,0.0,0.0,0.0,0.0,,,,,,,,,"热处理4:NaN;热处理3:除应力处理:630℃ 23h 炉冷;热处理2:调质处理:950℃ 19h 风冷,670℃ 48h 炉冷;热处理1:预处理:1030℃ 18h 空冷,720℃ 21h 炉冷;;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN"
1288,30Cr1Mo1V,上海汽轮机厂,光滑,Φ10,纵向,GB228-87,9051302,2.0,25.0,1.0,635.0,16.0,上海汽轮机厂,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.07,0.0,0.27,1.19,0.5,1.11,0.003,0.007,0.74,0.24,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0014,0.007,0.0,0.0,0.0,0.0058,0.001,2.4e-05,0.0,0.0,0.0,0.0,上海汽轮机厂,NaN,NaN,NaN,回火贝氏体,8,6,0,"热处理4:NaN;热处理3:除应力处理:645℃ 20h 炉冷;热处理2:调质处理:955℃ 25h 风冷,680℃ 35h 炉冷;热处理1:预处理:1010℃ 35h 空冷,720℃ 25h 炉冷;;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN"
1289,30Cr1Mo1V,上海汽轮机厂,光滑,Φ10,纵向,GB228-87,9051302,2.0,25.0,1.0,632.0,17.0,上海汽轮机厂,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.07,0.0,0.27,1.19,0.5,1.11,0.003,0.007,0.74,0.24,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0014,0.007,0.0,0.0,0.0,0.0058,0.001,2.4e-05,0.0,0.0,0.0,0.0,上海汽轮机厂,NaN,NaN,NaN,回火贝氏体,8,6,0,"热处理4:NaN;热处理3:除应力处理:645℃ 20h 炉冷;热处理2:调质处理:955℃ 25h 风冷,680℃ 35h 炉冷;热处理1:预处理:1010℃ 35h 空冷,720℃ 25h 炉冷;;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN"
1290,30Cr1Mo1V,上海汽轮机厂,光滑,Φ10,纵向,GB228-87,9051302,2.0,25.0,1.0,627.0,18.0,上海汽轮机厂,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.07,0.0,0.27,1.19,0.5,1.11,0.003,0.007,0.74,0.24,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0014,0.007,0.0,0.0,0.0,0.0058,0.001,2.4e-05,0.0,0.0,0.0,0.0,上海汽轮机厂,NaN,NaN,NaN,回火贝氏体,8,6,0,"热处理4:NaN;热处理3:除应力处理:645℃ 20h 炉冷;热处理2:调质处理:955℃ 25h 风冷,680℃ 35h 炉冷;热处理1:预处理:1010℃ 35h 空冷,720℃ 25h 炉冷;;渗氮:NaN;渗碳:NaN;回火:NaN;淬火:NaN;正火:NaN;退火:NaN"
